Year,Name,Count,Expt,Gender,AgeGrp
2014,Turkey,3302,5,Male,Above 60
2014,Turkey,0,6,Female,Unknown
2014,Turkey,0,6,Male,Unknown
2014,United Kingdom,0,1,Female,0 to 4
2014,United Kingdom,0,1,Male,0 to 4
2014,United Kingdom,0,2,Female,5 to 11
2014,United Kingdom,0,2,Male,5 to 11
2014,United Kingdom,0,3,Female,12 to 17
2014,United Kingdom,0,3,Male,12 to 17
2014,United Kingdom,0,4,Female,18 to 59
2014,United Kingdom,0,4,Male,18 to 59
2014,United Kingdom,0,5,Female,Above 60
2014,United Kingdom,0,5,Male,Above 60
2014,United Kingdom,0,6,Female,Unknown
2014,United Kingdom,0,6,Male,Unknown
2015,Austria,0,1,Female,0 to 4
2015,Austria,0,1,Male,0 to 4
2015,Austria,0,2,Female,5 to 11
2015,Austria,0,2,Male,5 to 11
2015,Austria,0,3,Female,12 to 17
2015,Austria,0,3,Male,12 to 17
2015,Austria,0,4,Female,18 to 59
2015,Austria,0,4,Male,18 to 59
2015,Austria,0,5,Female,Above 60
2015,Austria,0,5,Male,Above 60
2015,Austria,0,6,Female,Unknown
2015,Austria,0,6,Male,Unknown
2015,Belgium,0,1,Female,0 to 4
2015,Belgium,0,1,Male,0 to 4
2015,Belgium,0,2,Female,5 to 11
2015,Belgium,0,2,Male,5 to 11
2015,Belgium,0,3,Female,12 to 17
2015,Belgium,0,3,Male,12 to 17
2015,Belgium,0,4,Female,18 to 59
2015,Belgium,0,4,Male,18 to 59
2015,Belgium,0,5,Female,Above 60
2015,Belgium,0,5,Male,Above 60
2015,Belgium,0,6,Female,Unknown
2015,Belgium,0,6,Male,Unknown
2015,Bulgaria,0,1,Female,0 to 4
2015,Bulgaria,0,1,Male,0 to 4
2015,Bulgaria,0,2,Female,5 to 11
2015,Bulgaria,0,2,Male,5 to 11
2015,Bulgaria,0,3,Female,12 to 17
2015,Bulgaria,0,3,Male,12 to 17
2015,Bulgaria,0,4,Female,18 to 59
2015,Bulgaria,0,4,Male,18 to 59
2015,Bulgaria,0,5,Female,Above 60
2015,Bulgaria,0,5,Male,Above 60
2015,Bulgaria,0,6,Female,Unknown
2015,Bulgaria,0,6,Male,Unknown
2015,Croatia,16,1,Female,0 to 4
2015,Croatia,4,1,Male,0 to 4
2015,Croatia,21,2,Female,5 to 11
2015,Croatia,13,2,Male,5 to 11
2015,Croatia,20,3,Female,12 to 17
2015,Croatia,28,3,Male,12 to 17
2015,Croatia,35,4,Female,18 to 59
2015,Croatia,288,4,Male,18 to 59
2015,Croatia,0,5,Female,Above 60
2015,Croatia,0,5,Male,Above 60
2015,Croatia,0,6,Female,Unknown
2015,Croatia,0,6,Male,Unknown
2015,Cyprus,0,1,Female,0 to 4
2015,Cyprus,0,1,Male,0 to 4
2015,Cyprus,0,2,Female,5 to 11
2015,Cyprus,0,2,Male,5 to 11
2015,Cyprus,0,3,Female,12 to 17
2015,Cyprus,0,3,Male,12 to 17
2015,Cyprus,0,4,Female,18 to 59
2015,Cyprus,0,4,Male,18 to 59
2015,Cyprus,0,5,Female,Above 60
2015,Cyprus,0,5,Male,Above 60
2015,Cyprus,0,6,Female,Unknown
2015,Cyprus,0,6,Male,Unknown
2015,Czech Rep.,0,1,Female,0 to 4
2015,Czech Rep.,0,1,Male,0 to 4
2015,Czech Rep.,0,2,Female,5 to 11
2015,Czech Rep.,0,2,Male,5 to 11
2015,Czech Rep.,0,3,Female,12 to 17
2015,Czech Rep.,0,3,Male,12 to 17
2015,Czech Rep.,0,4,Female,18 to 59
2015,Czech Rep.,0,4,Male,18 to 59
2015,Czech Rep.,0,5,Female,Above 60
2015,Czech Rep.,0,5,Male,Above 60
2015,Czech Rep.,0,6,Female,Unknown
2015,Czech Rep.,0,6,Male,Unknown
2015,Denmark,0,1,Female,0 to 4
2015,Denmark,0,1,Male,0 to 4
2015,Denmark,0,2,Female,5 to 11
2015,Denmark,0,2,Male,5 to 11
2015,Denmark,0,3,Female,12 to 17
2015,Denmark,0,3,Male,12 to 17
2015,Denmark,0,4,Female,18 to 59
2015,Denmark,0,4,Male,18 to 59
2015,Denmark,0,5,Female,Above 60
2015,Denmark,0,5,Male,Above 60
2015,Denmark,0,6,Female,Unknown
2015,Denmark,0,6,Male,Unknown
2015,Estonia,10,1,Female,0 to 4
2015,Estonia,24,1,Male,0 to 4
2015,Estonia,0,2,Female,5 to 11
2015,Estonia,0,2,Male,5 to 11
2015,Estonia,24,3,Female,12 to 17
2015,Estonia,32,3,Male,12 to 17
2015,Estonia,70,4,Female,18 to 59
2015,Estonia,260,4,Male,18 to 59
2015,Estonia,16,5,Female,Above 60
2015,Estonia,2,5,Male,Above 60
2015,Estonia,0,6,Female,Unknown
2015,Estonia,0,6,Male,Unknown
2015,Finland,0,1,Female,0 to 4
2015,Finland,0,1,Male,0 to 4
2015,Finland,0,2,Female,5 to 11
2015,Finland,0,2,Male,5 to 11
2015,Finland,0,3,Female,12 to 17
2015,Finland,0,3,Male,12 to 17
2015,Finland,0,4,Female,18 to 59
2015,Finland,0,4,Male,18 to 59
2015,Finland,0,5,Female,Above 60
2015,Finland,0,5,Male,Above 60
2015,Finland,0,6,Female,Unknown
2015,Finland,0,6,Male,Unknown
2015,France,0,1,Female,0 to 4
2015,France,0,1,Male,0 to 4
2015,France,0,2,Female,5 to 11
2015,France,0,2,Male,5 to 11
2015,France,0,3,Female,12 to 17
2015,France,0,3,Male,12 to 17
2015,France,0,4,Female,18 to 59
2015,France,0,4,Male,18 to 59
2015,France,0,5,Female,Above 60
2015,France,0,5,Male,Above 60
2015,France,0,6,Female,Unknown
2015,France,0,6,Male,Unknown
2015,Germany,58840,1,Female,0 to 4
2015,Germany,63876,1,Male,0 to 4
2015,Germany,71074,2,Female,5 to 11
2015,Germany,81842,2,Male,5 to 11
2015,Germany,46558,3,Female,12 to 17
2015,Germany,80202,3,Male,12 to 17
2015,Germany,321128,4,Female,18 to 59
2015,Germany,767838,4,Male,18 to 59
2015,Germany,29888,5,Female,Above 60
2015,Germany,30448,5,Male,Above 60
2015,Germany,0,6,Female,Unknown
2015,Germany,0,6,Male,Unknown
2015,Greece,0,1,Female,0 to 4
2015,Greece,0,1,Male,0 to 4
2015,Greece,0,2,Female,5 to 11
2015,Greece,0,2,Male,5 to 11
2015,Greece,0,3,Female,12 to 17
2015,Greece,0,3,Male,12 to 17
2015,Greece,0,4,Female,18 to 59
2015,Greece,0,4,Male,18 to 59
2015,Greece,0,5,Female,Above 60
2015,Greece,0,5,Male,Above 60
2015,Greece,0,6,Female,Unknown
2015,Greece,0,6,Male,Unknown
2015,Hungary,0,1,Female,0 to 4
2015,Hungary,0,1,Male,0 to 4
2015,Hungary,0,2,Female,5 to 11
2015,Hungary,0,2,Male,5 to 11
2015,Hungary,0,3,Female,12 to 17
2015,Hungary,0,3,Male,12 to 17
2015,Hungary,0,4,Female,18 to 59
2015,Hungary,0,4,Male,18 to 59
2015,Hungary,0,5,Female,Above 60
2015,Hungary,0,5,Male,Above 60
2015,Hungary,0,6,Female,Unknown
2015,Hungary,0,6,Male,Unknown
2015,Iceland,0,1,Female,0 to 4
2015,Iceland,0,1,Male,0 to 4
2015,Iceland,0,2,Female,5 to 11
2015,Iceland,0,2,Male,5 to 11
2015,Iceland,0,3,Female,12 to 17
2015,Iceland,0,3,Male,12 to 17
2015,Iceland,0,4,Female,18 to 59
2015,Iceland,0,4,Male,18 to 59
2015,Iceland,0,5,Female,Above 60
2015,Iceland,0,5,Male,Above 60
2015,Iceland,0,6,Female,Unknown
2015,Iceland,0,6,Male,Unknown
2015,Ireland,318,1,Female,0 to 4
2015,Ireland,346,1,Male,0 to 4
2015,Ireland,548,2,Female,5 to 11
2015,Ireland,564,2,Male,5 to 11
2015,Ireland,520,3,Female,12 to 17
2015,Ireland,554,3,Male,12 to 17
2015,Ireland,5722,4,Female,18 to 59
2015,Ireland,12466,4,Male,18 to 59
2015,Ireland,276,5,Female,Above 60
2015,Ireland,414,5,Male,Above 60
2015,Ireland,0,6,Female,Unknown
2015,Ireland,0,6,Male,Unknown
2015,Italy,0,1,Female,0 to 4
2015,Italy,0,1,Male,0 to 4
2015,Italy,0,2,Female,5 to 11
2015,Italy,0,2,Male,5 to 11
2015,Italy,0,3,Female,12 to 17
2015,Italy,0,3,Male,12 to 17
2015,Italy,0,4,Female,18 to 59
2015,Italy,0,4,Male,18 to 59
2015,Italy,0,5,Female,Above 60
2015,Italy,0,5,Male,Above 60
2015,Italy,0,6,Female,Unknown
2015,Italy,0,6,Male,Unknown
2015,Latvia,0,1,Female,0 to 4
2015,Latvia,0,1,Male,0 to 4
2015,Latvia,0,2,Female,5 to 11
2015,Latvia,0,2,Male,5 to 11
2015,Latvia,0,3,Female,12 to 17
2015,Latvia,0,3,Male,12 to 17
2015,Latvia,0,4,Female,18 to 59
2015,Latvia,0,4,Male,18 to 59
2015,Latvia,0,5,Female,Above 60
2015,Latvia,0,5,Male,Above 60
2015,Latvia,0,6,Female,Unknown
2015,Latvia,0,6,Male,Unknown
2015,Lithuania,20,1,Female,0 to 4
2015,Lithuania,50,1,Male,0 to 4
2015,Lithuania,68,2,Female,5 to 11
2015,Lithuania,50,2,Male,5 to 11
2015,Lithuania,50,3,Female,12 to 17
2015,Lithuania,104,3,Male,12 to 17
2015,Lithuania,234,4,Female,18 to 59
2015,Lithuania,344,4,Male,18 to 59
2015,Lithuania,8,5,Female,Above 60
2015,Lithuania,22,5,Male,Above 60
2015,Lithuania,0,6,Female,Unknown
2015,Lithuania,0,6,Male,Unknown
2015,Luxembourg,0,1,Female,0 to 4
2015,Luxembourg,0,1,Male,0 to 4
2015,Luxembourg,0,2,Female,5 to 11
2015,Luxembourg,0,2,Male,5 to 11
2015,Luxembourg,0,3,Female,12 to 17
2015,Luxembourg,0,3,Male,12 to 17
2015,Luxembourg,0,4,Female,18 to 59
2015,Luxembourg,0,4,Male,18 to 59
2015,Luxembourg,0,5,Female,Above 60
2015,Luxembourg,0,5,Male,Above 60
2015,Luxembourg,0,6,Female,Unknown
2015,Luxembourg,0,6,Male,Unknown
2015,Malta,0,1,Female,0 to 4
2015,Malta,0,1,Male,0 to 4
2015,Malta,0,2,Female,5 to 11
2015,Malta,0,2,Male,5 to 11
2015,Malta,0,3,Female,12 to 17
2015,Malta,0,3,Male,12 to 17
2015,Malta,0,4,Female,18 to 59
2015,Malta,0,4,Male,18 to 59
2015,Malta,0,5,Female,Above 60
2015,Malta,0,5,Male,Above 60
2015,Malta,0,6,Female,Unknown
2015,Malta,0,6,Male,Unknown
2015,Netherlands,0,1,Female,0 to 4
2015,Netherlands,0,1,Male,0 to 4
2015,Netherlands,0,2,Female,5 to 11
2015,Netherlands,0,2,Male,5 to 11
2015,Netherlands,0,3,Female,12 to 17
2015,Netherlands,0,3,Male,12 to 17
2015,Netherlands,0,4,Female,18 to 59
2015,Netherlands,0,4,Male,18 to 59
2015,Netherlands,0,5,Female,Above 60
2015,Netherlands,0,5,Male,Above 60
2015,Netherlands,0,6,Female,Unknown
2015,Netherlands,0,6,Male,Unknown
2015,Norway,0,1,Female,0 to 4
2015,Norway,0,1,Male,0 to 4
2015,Norway,0,2,Female,5 to 11
2015,Norway,0,2,Male,5 to 11
2015,Norway,0,3,Female,12 to 17
2015,Norway,0,3,Male,12 to 17
2015,Norway,0,4,Female,18 to 59
2015,Norway,0,4,Male,18 to 59
2015,Norway,0,5,Female,Above 60
2015,Norway,0,5,Male,Above 60
2015,Norway,0,6,Female,Unknown
2015,Norway,0,6,Male,Unknown
2015,Poland,336,1,Female,0 to 4
2015,Poland,340,1,Male,0 to 4
2015,Poland,406,2,Female,5 to 11
2015,Poland,510,2,Male,5 to 11
2015,Poland,151,3,Female,12 to 17
2015,Poland,178,3,Male,12 to 17
2015,Poland,752,4,Female,18 to 59
2015,Poland,816,4,Male,18 to 59
2015,Poland,10,5,Female,Above 60
2015,Poland,5,5,Male,Above 60
2015,Poland,0,6,Female,Unknown
2015,Poland,0,6,Male,Unknown
2015,Portugal,0,1,Female,0 to 4
2015,Portugal,0,1,Male,0 to 4
2015,Portugal,0,2,Female,5 to 11
2015,Portugal,0,2,Male,5 to 11
2015,Portugal,0,3,Female,12 to 17
2015,Portugal,0,3,Male,12 to 17
2015,Portugal,0,4,Female,18 to 59
2015,Portugal,0,4,Male,18 to 59
2015,Portugal,0,5,Female,Above 60
2015,Portugal,0,5,Male,Above 60
2015,Portugal,0,6,Female,Unknown
2015,Portugal,0,6,Male,Unknown
2015,Romania,224,1,Female,0 to 4
2015,Romania,296,1,Male,0 to 4
2015,Romania,248,2,Female,5 to 11
2015,Romania,252,2,Male,5 to 11
2015,Romania,164,3,Female,12 to 17
2015,Romania,240,3,Male,12 to 17
2015,Romania,972,4,Female,18 to 59
2015,Romania,2956,4,Male,18 to 59
2015,Romania,76,5,Female,Above 60
2015,Romania,248,5,Male,Above 60
2015,Romania,0,6,Female,Unknown
2015,Romania,0,6,Male,Unknown
2015,Slovakia,0,1,Female,0 to 4
2015,Slovakia,0,1,Male,0 to 4
2015,Slovakia,50,2,Female,5 to 11
2015,Slovakia,126,2,Male,5 to 11
2015,Slovakia,70,3,Female,12 to 17
2015,Slovakia,100,3,Male,12 to 17
2015,Slovakia,1626,4,Female,18 to 59
2015,Slovakia,3230,4,Male,18 to 59
2015,Slovakia,0,5,Female,Above 60
2015,Slovakia,0,5,Male,Above 60
2015,Slovakia,0,6,Female,Unknown
2015,Slovakia,0,6,Male,Unknown
2015,Slovenia,0,1,Female,0 to 4
2015,Slovenia,1,1,Male,0 to 4
2015,Slovenia,18,2,Female,5 to 11
2015,Slovenia,2,2,Male,5 to 11
2015,Slovenia,26,3,Female,12 to 17
2015,Slovenia,62,3,Male,12 to 17
2015,Slovenia,156,4,Female,18 to 59
2015,Slovenia,530,4,Male,18 to 59
2015,Slovenia,0,5,Female,Above 60
2015,Slovenia,0,5,Male,Above 60
2015,Slovenia,0,6,Female,Unknown
2015,Slovenia,0,6,Male,Unknown
2015,Spain,0,1,Female,0 to 4
2015,Spain,0,1,Male,0 to 4
2015,Spain,0,2,Female,5 to 11
2015,Spain,0,2,Male,5 to 11
2015,Spain,0,3,Female,12 to 17
2015,Spain,0,3,Male,12 to 17
2015,Spain,0,4,Female,18 to 59
2015,Spain,0,4,Male,18 to 59
2015,Spain,0,5,Female,Above 60
2015,Spain,0,5,Male,Above 60
2015,Spain,0,6,Female,Unknown
2015,Spain,0,6,Male,Unknown
2015,Sweden,0,1,Female,0 to 4
2015,Sweden,0,1,Male,0 to 4
2015,Sweden,0,2,Female,5 to 11
2015,Sweden,0,2,Male,5 to 11
2015,Sweden,0,3,Female,12 to 17
2015,Sweden,0,3,Male,12 to 17
2015,Sweden,0,4,Female,18 to 59
2015,Sweden,0,4,Male,18 to 59
2015,Sweden,0,5,Female,Above 60
2015,Sweden,0,5,Male,Above 60
2015,Sweden,0,6,Female,Unknown
2015,Sweden,0,6,Male,Unknown
2015,Switzerland,3501,1,Female,0 to 4
2015,Switzerland,3644,1,Male,0 to 4
2015,Switzerland,4019,2,Female,5 to 11
2015,Switzerland,4409,2,Male,5 to 11
2015,Switzerland,2972,3,Female,12 to 17
2015,Switzerland,7292,3,Male,12 to 17
2015,Switzerland,19633,4,Female,18 to 59
2015,Switzerland,44411,4,Male,18 to 59
2015,Switzerland,1082,5,Female,Above 60
2015,Switzerland,793,5,Male,Above 60
2015,Switzerland,0,6,Female,Unknown
2015,Switzerland,0,6,Male,Unknown
2015,Macedonia,54,1,Female,0 to 4
2015,Macedonia,112,1,Male,0 to 4
2015,Macedonia,211,2,Female,5 to 11
2015,Macedonia,216,2,Male,5 to 11
2015,Macedonia,157,3,Female,12 to 17
2015,Macedonia,225,3,Male,12 to 17
2015,Macedonia,800,4,Female,18 to 59
2015,Macedonia,718,4,Male,18 to 59
2015,Macedonia,125,5,Female,Above 60
2015,Macedonia,49,5,Male,Above 60
2015,Macedonia,0,6,Female,Unknown
2015,Macedonia,0,6,Male,Unknown
2015,Turkey,22052,1,Female,0 to 4
2015,Turkey,23513,1,Male,0 to 4
2015,Turkey,33895,2,Female,5 to 11
2015,Turkey,38671,2,Male,5 to 11
2015,Turkey,22099,3,Female,12 to 17
2015,Turkey,30528,3,Male,12 to 17
2015,Turkey,110161,4,Female,18 to 59
2015,Turkey,207663,4,Male,18 to 59
2015,Turkey,5559,5,Female,Above 60
2015,Turkey,5561,5,Male,Above 60
2015,Turkey,0,6,Female,Unknown
2015,Turkey,0,6,Male,Unknown
2015,United Kingdom,0,1,Female,0 to 4
2015,United Kingdom,0,1,Male,0 to 4
2015,United Kingdom,0,2,Female,5 to 11
2015,United Kingdom,0,2,Male,5 to 11
2015,United Kingdom,0,3,Female,12 to 17
2015,United Kingdom,0,3,Male,12 to 17
2015,United Kingdom,0,4,Female,18 to 59
2015,United Kingdom,0,4,Male,18 to 59
2015,United Kingdom,0,5,Female,Above 60
2015,United Kingdom,0,5,Male,Above 60
2015,United Kingdom,0,6,Female,Unknown
2015,United Kingdom,0,6,Male,Unknown
2016,Croatia,29,1,Female,0 to 4
2016,Croatia,26,1,Male,0 to 4
2016,Croatia,33,2,Female,5 to 11
2016,Croatia,38,2,Male,5 to 11
2016,Croatia,14,3,Female,12 to 17
2016,Croatia,37,3,Male,12 to 17
2016,Croatia,109,4,Female,18 to 59
2016,Croatia,523,4,Male,18 to 59
2016,Croatia,0,5,Female,Above 60
2016,Croatia,0,5,Male,Above 60
2016,Croatia,0,6,Female,Unknown
2016,Croatia,0,6,Male,Unknown
2016,Germany,53847,1,Female,0 to 4
2016,Germany,58292,1,Male,0 to 4
2016,Germany,61034,2,Female,5 to 11
2016,Germany,71268,2,Male,5 to 11
2016,Germany,38211,3,Female,12 to 17
2016,Germany,84639,3,Male,12 to 17
2016,Germany,250067,4,Female,18 to 59
2016,Germany,613177,4,Male,18 to 59
2016,Germany,18815,5,Female,Above 60
2016,Germany,19495,5,Male,Above 60
2016,Germany,0,6,Female,Unknown
2016,Germany,0,6,Male,Unknown
2016,Ireland,196,1,Female,0 to 4
2016,Ireland,209,1,Male,0 to 4
2016,Ireland,275,2,Female,5 to 11
2016,Ireland,282,2,Male,5 to 11
2016,Ireland,229,3,Female,12 to 17
2016,Ireland,247,3,Male,12 to 17
2016,Ireland,2752,4,Female,18 to 59
2016,Ireland,5281,4,Male,18 to 59
2016,Ireland,124,5,Female,Above 60
2016,Ireland,147,5,Male,Above 60
2016,Ireland,0,6,Female,Unknown
2016,Ireland,0,6,Male,Unknown
2016,Poland,165,1,Female,0 to 4
2016,Poland,202,1,Male,0 to 4
2016,Poland,259,2,Female,5 to 11
2016,Poland,264,2,Male,5 to 11
2016,Poland,101,3,Female,12 to 17
2016,Poland,133,3,Male,12 to 17
2016,Poland,419,4,Female,18 to 59
2016,Poland,383,4,Male,18 to 59
2016,Poland,0,5,Female,Above 60
2016,Poland,0,5,Male,Above 60
2016,Poland,0,6,Female,Unknown
2016,Poland,0,6,Male,Unknown
2016,Romania,124,1,Female,0 to 4
2016,Romania,151,1,Male,0 to 4
2016,Romania,140,2,Female,5 to 11
2016,Romania,157,2,Male,5 to 11
2016,Romania,95,3,Female,12 to 17
2016,Romania,111,3,Male,12 to 17
2016,Romania,569,4,Female,18 to 59
2016,Romania,1464,4,Male,18 to 59
2016,Romania,40,5,Female,Above 60
2016,Romania,54,5,Male,Above 60
2016,Romania,0,6,Female,Unknown
2016,Romania,0,6,Male,Unknown
2016,Slovakia,0,1,Female,0 to 4
2016,Slovakia,0,1,Male,0 to 4
2016,Slovakia,35,2,Female,5 to 11
2016,Slovakia,69,2,Male,5 to 11
2016,Slovakia,39,3,Female,12 to 17
2016,Slovakia,70,3,Male,12 to 17
2016,Slovakia,792,4,Female,18 to 59
2016,Slovakia,1585,4,Male,18 to 59
2016,Slovakia,0,5,Female,Above 60
2016,Slovakia,0,5,Male,Above 60
2016,Slovakia,0,6,Female,Unknown
2016,Slovakia,0,6,Male,Unknown
2016,Slovenia,7,1,Female,0 to 4
2016,Slovenia,0,1,Male,0 to 4
2016,Slovenia,40,2,Female,5 to 11
2016,Slovenia,42,2,Male,5 to 11
2016,Slovenia,9,3,Female,12 to 17
2016,Slovenia,70,3,Male,12 to 17
2016,Slovenia,160,4,Female,18 to 59
2016,Slovenia,443,4,Male,18 to 59
2016,Slovenia,0,5,Female,Above 60
2016,Slovenia,7,5,Male,Above 60
2016,Slovenia,0,6,Female,Unknown
2016,Slovenia,0,6,Male,Unknown
2016,Switzerland,2949,1,Female,0 to 4
2016,Switzerland,3099,1,Male,0 to 4
2016,Switzerland,3323,2,Female,5 to 11
2016,Switzerland,3514,2,Male,5 to 11
2016,Switzerland,2388,3,Female,12 to 17
2016,Switzerland,5004,3,Male,12 to 17
2016,Switzerland,15772,4,Female,18 to 59
2016,Switzerland,30099,4,Male,18 to 59
2016,Switzerland,877,5,Female,Above 60
2016,Switzerland,652,5,Male,Above 60
2016,Switzerland,0,6,Female,Unknown
2016,Switzerland,0,6,Male,Unknown
2016,Macedonia,23,1,Female,0 to 4
2016,Macedonia,47,1,Male,0 to 4
2016,Macedonia,97,2,Female,5 to 11
2016,Macedonia,87,2,Male,5 to 11
2016,Macedonia,76,3,Female,12 to 17
2016,Macedonia,133,3,Male,12 to 17
2016,Macedonia,321,4,Female,18 to 59
2016,Macedonia,312,4,Male,18 to 59
2016,Macedonia,37,5,Female,Above 60
2016,Macedonia,19,5,Male,Above 60
2016,Macedonia,0,6,Female,Unknown
2016,Macedonia,0,6,Male,Unknown
2016,Turkey,11999,1,Female,0 to 4
2016,Turkey,12847,1,Male,0 to 4
2016,Turkey,20450,2,Female,5 to 11
2016,Turkey,22911,2,Male,5 to 11
2016,Turkey,12804,3,Female,12 to 17
2016,Turkey,16892,3,Male,12 to 17
2016,Turkey,65123,4,Female,18 to 59
2016,Turkey,121605,4,Male,18 to 59
2016,Turkey,3274,5,Female,Above 60
2016,Turkey,3297,5,Male,Above 60
2016,Turkey,0,6,Female,Unknown
2016,Turkey,0,6,Male,Unknown
